,VENUE,H_TEAM,LAT,LNG,LOCATION,MANUAL_ENTRY_x,CAPACITY,MANUAL_ENTRY_y
37,BASKET-HALL,UNICS,45.1173207,38.9811273,"Krasnodar, Gorod Krasnodar, Krasnodarskiy kray, Russia",False,7500,False
38,BASKET-HALL,UNICS KAZAN,45.1173207,38.9811273,"Krasnodar, Gorod Krasnodar, Krasnodarskiy kray, Russia",False,7500,False
39,BASKETBALL CENTER  DRAZEN PETROVIC,CIBONA,45.8026091,15.9635008,"Zagreb, Grad Zagreb, Croatia",False,5400,False
40,BASKETBALL CENTER  DRAZEN PETROVIC,KK CIBONA,45.8026091,15.9635008,"Zagreb, Grad Zagreb, Croatia",False,5400,False
41,BASKETBALL CENTER OF MOSCOW REGION,BC KHIMKI,55.88577429999999,37.456785,"Khimki, Novyye Khimki, Khimki, Moskovskaya oblast', Russia",False,5000,True
42,BASKETBALL CENTER OF MOSCOW REGION,BC KHIMKI MOSCOW REGION,55.88577429999999,37.456785,"Khimki, Novyye Khimki, Khimki, Moskovskaya oblast', Russia",False,5000,True
43,BASKETBALL CENTER OF MOSCOW REGION,KHIMKI MOSCOW REGION,55.88577429999999,37.456785,"Khimki, Novyye Khimki, Khimki, Moskovskaya oblast', Russia",False,5000,True
44,BEAUBLANC,LIMOGES CSP,45.84762749999999,1.243385,"Limoges, Haute-Vienne, Nouvelle-Aquitaine, France",False,6500,False
45,BIELLA FORUM,ARMANI JEANS MILANO,45.5467871,8.0793108,"Biella, Biella, Provincia di Biella, Piemonte, Italy",False,5707,False
46,BILBAO ARENA,BILBAO BASKET,43.25222464648885,-2.926110725567129,"Bilbao,Bizkaia,Spain",True,10014,False
47,BILBAO ARENA,BIZKAIA BILBAO BASKET,43.25222464648885,-2.926110725567129,"Bilbao,Bizkaia,Spain",True,10014,False
48,BILBAO ARENA,GESCRAP BB,43.25222464648885,-2.926110725567129,"Bilbao,Bizkaia,Spain",True,10014,False
49,BROSE ARENA,BROSE BAMBERG,49.879114584446334,10.920387214855984,"Bamberg,Bayer,Germany",True,6150,False
50,BROSE ARENA,BROSE BASKETS BAMBERG,49.879114584446334,10.920387214855984,"Bamberg,Bayer,Germany",True,6150,False
51,BUESA ARENA,BASKONIA VITORIA-GASTEIZ,42.864253300685824,-2.6416688519208766,"Vitoria-Gasteiz,Alava,Spain",True,15716,False
52,BUESA ARENA,BITCI BASKONIA VITORIA-GASTEIZ,42.864253300685824,-2.6416688519208766,"Vitoria-Gasteiz,Alava,Spain",True,15716,False
53,BUESA ARENA,CAZOO BASKONIA VITORIA-GASTEIZ,42.864253300685824,-2.6416688519208766,"Vitoria-Gasteiz,Alava,Spain",True,15716,False
54,BUESA ARENA,KIROLBET BASKONIA VITORIA-GASTEIZ,42.864253300685824,-2.6416688519208766,"Vitoria-Gasteiz,Alava,Spain",True,15716,False
55,BUESA ARENA,TD SYSTEMS BASKONIA VITORIA-GASTEIZ,42.864253300685824,-2.6416688519208766,"Vitoria-Gasteiz,Alava,Spain",True,15716,False
56,CEC NAGORNY,NIZHNY NOVGOROD,56.2921314,43.9791607,"Nizhnij Novgorod, Sovetskiy, Nizhny Novgorod Urban Okrug, Nizhegorodskaya oblast', Russia",False,5500,False
57,CENTER STOZICE,UNION OLIMPIJA LJUBLJANA,46.0805313,14.5242517,"Ljubljana, Slovenia",False,12480,False
58,CENTRUM REKREACYJNO SPORTOWE,STELMET ZIELONA GORA,51.9561565,15.5235548,"Zielona Góra, Zielona Góra, Lubuskie, Poland",False,6000,True
59,CENTRUM REKREACYJNO-SPORTOWE,STELMET ZIELONA GORA,51.9561565,15.5235548,"Zielona Góra, Zielona Góra, Lubuskie, Poland",False,6000,True
60,DATCHFORUM,ARMANI JEANS MILANO,45.4014122,9.1422947,"Assago, Assago, Città Metropolitana di Milano, Lombardia, Italy",False,12700,False
61,DRAZEN PETROVIC,CEDEVITA ZAGREB,45.8026091,15.9635008,"Zagreb, Grad Zagreb, Croatia",True,5400,False
62,DRAZEN PETROVIC ZAGREB,CEDEVITA ZAGREB,45.8026091,15.9635008,"Zagreb, Grad Zagreb, Croatia",False,5400,False
63,ERGO ARENA,ASSECO PROKOM GDYNIA,54.4265898909012,18.58056353500856,"Gdansk,Poland",True,15000,False
64,FENERBAHCE ULKER SPORTS ARENA,FENERBAHCE ISTANBUL,40.992856,29.104796,"Barbaros Mah, Ataşehir, İstanbul, Türkiye",False,13800,True
65,FENERBAHCE ULKER SPORTS ARENA,FENERBAHCE ULKER ISTANBUL,40.992856,29.104796,"Barbaros Mah, Ataşehir, İstanbul, Türkiye",False,13800,True
66,FERNANDO BUESA ARENA,ANADOLU EFES ISTANBUL,42.8640882,-2.6416474,"Gasteiz, Araba, Euskadi, Spain",False,15716,False
67,FERNANDO BUESA ARENA,BASKONIA VITORIA GASTEIZ,42.8640882,-2.6416474,"Gasteiz, Araba, Euskadi, Spain",False,15716,False
68,FERNANDO BUESA ARENA,CAJA LABORAL BASKONIA,42.8640882,-2.6416474,"Gasteiz, Araba, Euskadi, Spain",False,15716,False
69,FERNANDO BUESA ARENA,CAJA LABORAL VITORIA,42.8640882,-2.6416474,"Gasteiz, Araba, Euskadi, Spain",False,15716,False
70,FERNANDO BUESA ARENA,CSKA MOSCOW,42.8640882,-2.6416474,"Gasteiz, Araba, Euskadi, Spain",False,15716,False
71,FERNANDO BUESA ARENA,FENERBAHCE BEKO ISTANBUL,42.8640882,-2.6416474,"Gasteiz, Araba, Euskadi, Spain",False,15716,False
72,FERNANDO BUESA ARENA,KIROLBET BASKONIA VITORIA GASTEIZ,42.8640882,-2.6416474,"Gasteiz, Araba, Euskadi, Spain",False,15716,False
73,FERNANDO BUESA ARENA,KIROLBET BASKONIA VITORIA-GASTEIZ,42.8640882,-2.6416474,"Gasteiz, Araba, Euskadi, Spain",False,15716,False
74,FERNANDO BUESA ARENA,LABORAL KUTXA VITORIA,42.8640882,-2.6416474,"Gasteiz, Araba, Euskadi, Spain",False,15716,False
75,FERNANDO BUESA ARENA,LABORAL KUTXA VITORIA GASTEIZ,42.8640882,-2.6416474,"Gasteiz, Araba, Euskadi, Spain",False,15716,False
76,FERNANDO BUESA ARENA,TAU CERAMICA,42.8640882,-2.6416474,"Gasteiz, Araba, Euskadi, Spain",False,15716,False
77,FORUMNET,ARMANI JEANS MILANO,45.40166599654635,9.142038214880476,"Milano, Italy",True,12700,False
78,FORUMNET,MILANO,45.40166599654635,9.142038214880476,"Milano, Italy",True,12700,False
79,GDYNIA SPORTS ARENA,ASSECO PROKOM,54.4989474,18.5312524,"Działki Leśne, Gdynia, Powiat Gdynia, Pomorskie, Poland",False,5500,True
80,GDYNIA SPORTS ARENA,ASSECO PROKOM GDYNIA,54.4989474,18.5312524,"Działki Leśne, Gdynia, Powiat Gdynia, Pomorskie, Poland",False,5500,True
81,GDYNIA SPORTS ARENA,ASSECO PROKOM SOPOT,54.4989474,18.5312524,"Działki Leśne, Gdynia, Powiat Gdynia, Pomorskie, Poland",False,5500,True
82,GRAN CANARIA ARENA,HERBALIFE GRAN CANARIA,28.10307163090927,-15.456502916986883,"Gran Canaria, Las Palmas, Spain",True,11500,False
83,HALA SPORTOWA SOPOTU,PROKOM TREFL SOPOT,54.441581,18.5600956,"Sopot, Sopot, Pomeranian Voivodeship, Poland",False,15000,False
84,HALLE CARPENTIER,JSF NANTERRE,48.8201482,2.3672397,"Paris, Département de Paris, Île-de-France, France",False,5009,False
85,HERAKLION ARENA,OLYMPIACOS PIRAEUS,35.3387352,25.1442126,"Heraklion, Heraklion, Greece",False,5222,False
86,HERAKLION ARENA,PANATHINAIKOS ATHENS,35.3387352,25.1442126,"Heraklion, Heraklion, Greece",False,5222,False
87,IRADIER ARENA,CAJA LABORAL,42.8411933959205,-2.66452522248542,"Vitoria-Gasteiz,Alava,Spain",True,8512,False
88,JAKO ARENA BAMBERG,BASKETS BAMBERG,49.8790665,10.9203854,"Bamberg, Kreisfreie Stadt Bamberg, Oberfranken, Bayern, Germany",False,6150,False
89,JAKO ARENA BAMBERG,BROSE BASKETS,49.8790665,10.9203854,"Bamberg, Kreisfreie Stadt Bamberg, Oberfranken, Bayern, Germany",False,6150,False
90,KARSIYAKA ARENA,PINAR KARSIYAKA IZMIR,38.47461504793983,27.076270020327215,"Izmir,Turkey",True,5200,False
91,KAUNAS SPORTS HALL,ZALGIRIS KAUNAS,54.8962562,23.9360774,"Kaunas, Kauno apskritis, Lithuania",False,5000,True
92,KIEV PALACE OF SPORT,BUDIVELNIK KIEV,50.43718550000001,30.5224655,"Pechers'kyi district, Kyiv, Kyiv City, Kyiv, Ukraine",False,10000,False
93,KIEV PALACE OF SPORTS,BUDIVELNIK KIEV,50.43718550000001,30.5224655,"Pechers'kyi district, Kyiv, Kyiv City, Kyiv, Ukraine",False,10000,False
94,KOMBANK ARENA,CRVENA ZVEZDA MTS BELGRADE,44.814327411447245,20.42139689276783,"Belgrade,Serbia",True,19394,False
95,KOMBANK ARENA,CRVENA ZVEZDA TELEKOM BELGRADE,44.814327411447245,20.42139689276783,"Belgrade,Serbia",True,19394,False
96,KOMBANK ARENA,PARTIZAN NIS BELGRADE,44.814327411447245,20.42139689276783,"Belgrade,Serbia",True,19394,False
97,KOSARKASKI CENTAR DRAZEN PETROVIC,CEDEVITA ZAGREB,45.8026091,15.9635008,"Zagreb, Grad Zagreb, Croatia",False,5400,False
98,KRYLATSKOYE SPORTS PALACE,KHIMKI MOSCOW REGION,55.75727639999999,37.4434239,"Zapadnyy administrativnyy okrug, Moskva, Krylatskoye, Moskva, Moskva, Russia",False,5000,False
99,LA FONTETA,VALENCIA BASKET,39.4516754,-0.3660431,"València, Valencia, Comunidad Valenciana, Spain",False,9000,False
100,LA MEILLERAIE,CHOLET BASKET,47.05768579999999,-0.8968887000000001,"Cholet, Maine-et-Loire, Pays de la Loire, France",False,5200,True
101,LANXESS ARENA,AX ARMANI EXCHANGE MILAN,50.93846601418132,6.982994021558712,"Cologne,Germany",True,20000,False
102,LANXESS ARENA,CSKA MOSCOW,50.93846601418132,6.982994021558712,"Cologne,Germany",True,20000,False
103,LANXESS ARENA,FC BARCELONA,50.93846601418132,6.982994021558712,"Cologne,Germany",True,20000,False
104,LE COLISEE,ELAN CHALON-SUR-SAONE,46.78691629999999,4.864756499999999,"Chalon-sur-Saône, Saône-et-Loire, Bourgogne-Franche-Comté, France",False,5000,False
105,LE PALIO,LIMOGES CSP,45.1838519,0.7607461,"Boulazac Isle Manoire, Dordogne, Nouvelle-Aquitaine, France",False,5200,False
106,MADRID CAJA MAGICA,REAL MADRID,40.3688321,-3.6844407,"Madrid, Madrid, Comunidad de Madrid, Spain",False,12442,False
107,MAISON DES SPORTS,CHORALE ROANNE,45.7859628,3.0864509,"Clermont-Ferrand, Puy-de-Dôme, Auvergne-Rhône-Alpes, France",False,4500,True
108,MARTIN CARPENA,UNICAJA MALAGA,36.6825857,-4.4604807,"Málaga, Málaga, Andalucía, Spain",False,11300,False
109,MAX SCHMELING HALLE,ALBA BERLIN,52.5449373,13.404347,"Bezirk Pankow, Berlin, Kreisfreie Stadt Berlin, Berlin, Germany",False,12000,True
110,MEDIOLANUM FORUM,AX ARMANI EXCHANGE MILAN,45.4014122,9.1422947,"Assago, Assago, Città Metropolitana di Milano, Lombardia, Italy",False,12700,False
111,MEDIOLANUM FORUM,AX ARMANI EXCHANGE OLIMPIA MILAN,45.4014122,9.1422947,"Assago, Assago, Città Metropolitana di Milano, Lombardia, Italy",False,12700,False
112,MEDIOLANUM FORUM,CSKA MOSCOW,45.4014122,9.1422947,"Assago, Assago, Città Metropolitana di Milano, Lombardia, Italy",False,12700,False
113,MEDIOLANUM FORUM,EA7 EMPORIO ARMANI MILAN,45.4014122,9.1422947,"Assago, Assago, Città Metropolitana di Milano, Lombardia, Italy",False,12700,False
114,MEDIOLANUM FORUM,FC BARCELONA,45.4014122,9.1422947,"Assago, Assago, Città Metropolitana di Milano, Lombardia, Italy",False,12700,False
115,MEDIOLANUM FORUM,REAL MADRID,45.4014122,9.1422947,"Assago, Assago, Città Metropolitana di Milano, Lombardia, Italy",False,12700,False
116,MEDIOLANUM FORUM ,EA7 EMPORIO ARMANI MILAN,45.4014122,9.1422947,"Assago, Assago, Città Metropolitana di Milano, Lombardia, Italy",False,12700,False
117,MEDIOLANUM FORUM ,EA7 EMPORIO ARMANI MILANO,45.4014122,9.1422947,"Assago, Assago, Città Metropolitana di Milano, Lombardia, Italy",False,12700,False
118,MEDIOLANUMFORUM,ARMANI JEANS MILANO,45.4014122,9.1422947,"Assago, Assago, Città Metropolitana di Milano, Lombardia, Italy",False,12700,False
119,MEDIOLANUMFORUM,EA7 EMPORIO ARMANI MILAN,45.4014122,9.1422947,"Assago, Assago, Città Metropolitana di Milano, Lombardia, Italy",False,12700,False
120,MEGASPORT ARENA,CSKA MOSCOW,55.78664759999999,37.5397098,"Severnyy administrativnyy okrug, Moskva, Khoroshevskiy, Moskva, Moskva, Russia",True,12824,False
121,MEGASPORT SPORTS PALACE,CSKA MOSCOW,55.78664759999999,37.5397098,"Severnyy administrativnyy okrug, Moskva, Khoroshevskiy, Moskva, Moskva, Russia",False,12824,False
122,MENORA MIVTACHIM ARENA,MACCABI ELECTRA TEL AVIV,32.0612909,34.79138030000001,"Tel Aviv-Yafo, Tel Aviv District, Israel",False,10728,False
123,MENORA MIVTACHIM ARENA,MACCABI FOX TEL AVIV,32.0612909,34.79138030000001,"Tel Aviv-Yafo, Tel Aviv District, Israel",False,10728,False
124,MENORA MIVTACHIM ARENA,MACCABI PLAYTIKA TEL AVIV,32.0612909,34.79138030000001,"Tel Aviv-Yafo, Tel Aviv District, Israel",False,10728,False
125,MERCEDES-BENZ ARENA,ALBA BERLIN,52.506444891197454,13.445584254144876,"Berlin,Germany",True,14500,False
126,MERCEDES-BENZ ARENA,CSKA MOSCOW,52.506444891197454,13.445584254144876,"Berlin,Germany",True,14500,False
127,MERCEDES-BENZ ARENA,FENERBAHCE ISTANBUL,52.506444891197454,13.445584254144876,"Berlin,Germany",True,14500,False
128,MERCEDES-BENZ ARENA,LABORAL KUTXA VITORIA GASTEIZ,52.506444891197454,13.445584254144876,"Berlin,Germany",True,14500,False
129,MILLENNIUM CENTER,CRVENA ZVEZDA TELEKOM BELGRADE,45.11842292378165,21.311307460018853,"Vršac,Serbia",False,4400,True
130,MORACA,BUDUCNOST VOLI PODGORICA,42.56595417722637,19.25939390381886,Montenegro,False,6000,False
131,MYTISHCHI ARENA,KHIMKI MOSCOW REGION,55.9248562,37.7552338,"Mytishchi, Mytishchinsky District, Moscow Oblast, Russia",False,7280,False
132,Maison des Sports de Clermont-Fd,ROANNE,45.7859628,3.0864509,"Clermont-Ferrand, Puy-de-Dôme, Auvergne-Rhône-Alpes, France",False,4500,True
133,"NATIONAL ATHLETIC CENTER ""MAKIS LIOUGAS""",PANIONIOS ON TELECOMS,37.8594468,23.7555632,"Αθήνα, Νότιος Τομέας Αθηνών, Greece",False,3500,True
134,NELSON MANDELA FORUM,MONTEPASCHI SIENA,43.777471,11.284713,"Firenze, Firenze, Città Metropolitana di Firenze, Toscana, Italy",False,7500,False
135,NOKIA ARENA,MACCABI ELECTRA TEL AVIV,32.0612909,34.79138030000001,"Tel Aviv-Yafo, Tel Aviv District, Israel",True,13455,False
136,NOKIA ARENA,MACCABI ELITE TEL AVIV,32.0612909,34.79138030000001,"Tel Aviv-Yafo, Tel Aviv District, Israel",True,13455,False
137,NOKIA ARENA,MACCABI TEL AVIV,32.0612909,34.79138030000001,"Tel Aviv-Yafo, Tel Aviv District, Israel",True,13455,False
138,O.A.C.A.,PANATHINAIKOS BSA ATHENS,38.037713,23.7842981,"Albany, Linn County, Oregon, United States",False,19443,False
139,O.A.K.A.,MAROUSSI BC,38.037713,23.7842981,"Marousi, Vorios Tomeas Athinon, Greece",False,19443,False
140,O.A.K.A.,PANATHINAIKOS,38.037713,23.7842981,"Marousi, Vorios Tomeas Athinon, Greece",False,19443,False
141,O.A.K.A.,PANATHINAIKOS ATHENS,38.037713,23.7842981,"Marousi, Vorios Tomeas Athinon, Greece",False,19443,False
142,O2 ARENA,CSKA MOSCOW,51.503038,0.0031543,"Greater London, England, United Kingdom",False,20000,False
143,O2 ARENA,FC BARCELONA REGAL,51.503038,0.0031543,"Greater London, England, United Kingdom",False,20000,False
144,O2 ARENA,OLYMPIACOS PIRAEUS,51.503038,0.0031543,"Greater London, England, United Kingdom",False,20000,False
145,O2 WORLD,ALBA BERLIN,52.5063143,13.4436316,"Bezirk Friedrichshain-Kreuzberg, Berlin, Kreisfreie Stadt Berlin, Berlin, Germany",False,20000,False
146,O2 WORLD,OLYMPIACOS PIRAEUS,52.5063143,13.4436316,"Bezirk Friedrichshain-Kreuzberg, Berlin, Kreisfreie Stadt Berlin, Berlin, Germany",False,20000,False
147,O2 WORLD,PANATHINAIKOS,52.5063143,13.4436316,"Bezirk Friedrichshain-Kreuzberg, Berlin, Kreisfreie Stadt Berlin, Berlin, Germany",False,20000,False
148,O2 WORLD,REGAL FC BARCELONA,52.5063143,13.4436316,"Bezirk Friedrichshain-Kreuzberg, Berlin, Kreisfreie Stadt Berlin, Berlin, Germany",False,20000,False
149,OAKA,PANATHINAIKOS ATHENS,38.037713,23.7842981,"Marousi, Vorios Tomeas Athinon, Greece",False,19443,False
150,OAKA,PANATHINAIKOS OPAP ATHENS,38.037713,23.7842981,"Marousi, Vorios Tomeas Athinon, Greece",False,19443,False
151,OAKA Altion,PANATHINAIKOS ATHENS,38.037713,23.7842981,"Marousi, Vorios Tomeas Athinon, Greece",False,19443,False
152,OAKA Altion,PANATHINAIKOS OPAP ATHENS,38.037713,23.7842981,"Marousi, Vorios Tomeas Athinon, Greece",False,19443,False
153,OLIVIA SPORT HALL,ASSECO PROKOM SOPOT,54.401361928821714,18.5720242181974,"Gdansk,Poland",True,5500,True
154,OLIVIA SPORT HALL,PROKOM TREFL SOPOT,54.401361928821714,18.5720242181974,"Gdansk,Poland",True,5500,True
155,OLYMPIC COMPLEX-HELLINIKON,PANIONIOS ON TELECOMS,37.89705461699136,23.723174116641285,"Athens,Greece",True,15000,False
156,OLYMPIC SPORTS CENTER ATHENS,PANATHINAIKOS ATHENS,38.0386851,23.7864059,"Athina, Vorios Tomeas Athinon, Greece",False,69618,False
157,OLYMPIC SPORTS CENTER ATHENS,PANATHINAIKOS OPAP ATHENS,38.0386851,23.7864059,"Athina, Vorios Tomeas Athinon, Greece",False,69618,False
158,OLYMPIC SPORTS CENTER ATHENS,PANATHINAIKOS SUPERFOODS ATHENS,38.0386851,23.7864059,"Athina, Vorios Tomeas Athinon, Greece",False,69618,False
159,PAB. DEP. COMUNIDAD DE MADRID,MONTEPASCHI SIENA,40.4167515,-3.7038322,"Community of Madrid, Madrid, Spain",False,12000,True
160,PAB. DEP. COMUNIDAD DE MADRID,REAL MADRID,40.4167515,-3.7038322,"Community of Madrid, Madrid, Spain",False,12000,True
161,PAB. DEP. COMUNIDAD DE MADRID,TAU CERAMICA,40.4167515,-3.7038322,"Community of Madrid, Madrid, Spain",False,12000,True
162,PABELLON FUENTE DE SAN LUIS,POWER ELECTRONICS VALENCIA,39.4516754,-0.3660431,"València, Valencia, Comunidad Valenciana, Spain",False,9000,False
163,PABELLON FUENTE DE SAN LUIS,VALENCIA BASKET,39.4516754,-0.3660431,"València, Valencia, Comunidad Valenciana, Spain",False,9000,False
164,PALA DEL MAURO,AIR AVELLINO,40.9261703,14.7897444,"Avellino, Avellino, Provincia di Avellino, Campania, Italy",False,5300,True
165,PALA DESIO,BENNET CANTU,45.6133041,9.1931028,"Desio, Desio, Provincia di Monza e della Brianza, Lombardia, Italy",False,6700,False
166,PALA DESIO,MAPOORO CANTU,45.6133041,9.1931028,"Desio, Desio, Provincia di Monza e della Brianza, Lombardia, Italy",False,6700,False
167,PALABANCODESIO,AX ARMANI EXCHANGE OLIMPIA MILAN,45.6133041,9.1931028,"Desio, Desio, Provincia di Monza e della Brianza, Lombardia, Italy",False,6700,False
168,PALABANCODESIO,EA7 EMPORIO ARMANI MILAN,45.6133041,9.1931028,"Desio, Desio, Provincia di Monza e della Brianza, Lombardia, Italy",False,6700,False
169,PALACE OF SPORT,BUDIVELNIK KIEV,50.43718550000001,30.5224655,"Pechers'kyi district, Kyiv, Kyiv City, Kyiv, Ukraine",False,10000,False
170,PALACE OF SPORTS KHODYNKA,CSKA MOSCOW,50.43718550000001,30.5224655,"Pechers'kyi district, Kyiv, Kyiv City, Kyiv, Ukraine",False,12824,False
171,PALACIO DE DEPORTES COMUNIDAD DE MADRID,MACCABI ELITE TEL AVIV,40.42387859999999,-3.6717512,"Madrid, Madrid, Comunidad de Madrid, Spain",False,17453,False
172,PALACIO DE DEPORTES COMUNIDAD DE MADRID,MONTEPASCHI SIENA,40.42387859999999,-3.6717512,"Madrid, Madrid, Comunidad de Madrid, Spain",False,17453,False
173,PALACIO DE DEPORTES COMUNIDAD DE MADRID,REAL MADRID,40.42387859999999,-3.6717512,"Madrid, Madrid, Comunidad de Madrid, Spain",False,17453,False
174,PALACIO DE DEPORTES DE LA COMUNIDAD DE MADRID,REAL MADRID,40.42387859999999,-3.6717512,"Madrid, Madrid, Comunidad de Madrid, Spain",False,17453,False
175,PALACIO DE DEPORTES JOSE MARIA MARTIN CARPENA,UNICAJA MALAGA,36.6825857,-4.4604807,"Málaga, Málaga, Andalucía, Spain",False,11300,False
